country,year,sex,age,suicides,population, gdp,generation
Norway,2015,male,75+ years,32,146511,"386,663,139,403",Silent
Norway,2015,male,35-54 years,140,736827,"386,663,139,403",Generation X
Norway,2015,male,25-34 years,64,361373,"386,663,139,403",Millenials
Norway,2015,male,15-24 years,43,345115,"386,663,139,403",Millenials
Norway,2015,female,55-74 years,62,544131,"386,663,139,403",Boomers
Norway,2015,female,25-34 years,31,344788,"386,663,139,403",Millenials
Norway,2015,female,35-54 years,61,692881,"386,663,139,403",Generation X
Norway,2015,female,75+ years,17,215829,"386,663,139,403",Silent
Norway,2015,female,15-24 years,17,325007,"386,663,139,403",Millenials
Norway,2015,female,5-14 years,2,305804,"386,663,139,403",Generation Z
Norway,2015,male,5-14 years,2,320375,"386,663,139,403",Generation Z
Oman,2009,male,75+ years,2,10803,"48,388,296,489",Silent
Oman,2009,male,25-34 years,7,429691,"48,388,296,489",Generation X
Oman,2009,male,15-24 years,3,372207,"48,388,296,489",Millenials
Oman,2009,male,35-54 years,1,418960,"48,388,296,489",Boomers
Oman,2009,female,15-24 years,0,272065,"48,388,296,489",Millenials
Oman,2009,female,25-34 years,0,251089,"48,388,296,489",Generation X
Oman,2009,female,35-54 years,0,197737,"48,388,296,489",Boomers
Oman,2009,female,5-14 years,0,240602,"48,388,296,489",Generation Z
Oman,2009,female,55-74 years,0,61620,"48,388,296,489",Silent
Oman,2009,female,75+ years,0,13886,"48,388,296,489",Silent
Oman,2009,male,5-14 years,0,248322,"48,388,296,489",Generation Z
Oman,2009,male,55-74 years,0,90567,"48,388,296,489",Silent
Oman,2010,male,35-54 years,6,460847,"58,642,392,718",Generation X
Oman,2010,male,15-24 years,4,372402,"58,642,392,718",Millenials
Oman,2010,male,55-74 years,1,98397,"58,642,392,718",Silent
Oman,2010,male,25-34 years,2,490613,"58,642,392,718",Generation X
Oman,2010,female,15-24 years,0,269317,"58,642,392,718",Millenials
Oman,2010,female,25-34 years,0,268046,"58,642,392,718",Generation X
Oman,2010,female,35-54 years,0,209172,"58,642,392,718",Generation X
Oman,2010,female,5-14 years,0,237859,"58,642,392,718",Generation Z
Oman,2010,female,55-74 years,0,65305,"58,642,392,718",Silent
Oman,2010,female,75+ years,0,14260,"58,642,392,718",Silent
Oman,2010,male,5-14 years,0,250444,"58,642,392,718",Generation Z
Oman,2010,male,75+ years,0,11778,"58,642,392,718",Silent
Oman,2014,male,55-74 years,1,129011,"81,076,723,017",Boomers
Oman,2014,male,25-34 years,4,910905,"81,076,723,017",Millenials
Oman,2014,male,35-54 years,2,700906,"81,076,723,017",Generation X
Oman,2014,female,15-24 years,0,264178,"81,076,723,017",Millenials
Oman,2014,female,25-34 years,0,333020,"81,076,723,017",Millenials
Oman,2014,female,35-54 years,0,278487,"81,076,723,017",Generation X
Oman,2014,female,5-14 years,0,256150,"81,076,723,017",Generation Z
Oman,2014,female,55-74 years,0,85501,"81,076,723,017",Boomers
Oman,2014,female,75+ years,0,18358,"81,076,723,017",Silent
Oman,2014,male,15-24 years,0,366911,"81,076,723,017",Millenials
Oman,2014,male,5-14 years,0,266738,"81,076,723,017",Generation Z
Oman,2014,male,75+ years,0,20933,"81,076,723,017",Silent
Panama,1985,male,75+ years,3,15000,"6,541,517,100",G.I. Generation
Panama,1985,male,25-34 years,15,168000,"6,541,517,100",Boomers
Panama,1985,male,35-54 years,14,190000,"6,541,517,100",Silent
Panama,1985,male,15-24 years,10,233200,"6,541,517,100",Generation X
Panama,1985,female,55-74 years,3,83000,"6,541,517,100",G.I. Generation
Panama,1985,male,55-74 years,2,87000,"6,541,517,100",G.I. Generation
Panama,1985,female,25-34 years,3,160000,"6,541,517,100",Boomers
Panama,1985,female,15-24 years,4,228100,"6,541,517,100",Generation X
Panama,1985,female,35-54 years,1,182000,"6,541,517,100",Silent
Panama,1985,female,5-14 years,1,263200,"6,541,517,100",Generation X
Panama,1985,female,75+ years,0,16000,"6,541,517,100",G.I. Generation
Panama,1985,male,5-14 years,0,274200,"6,541,517,100",Generation X
Panama,1986,male,55-74 years,14,88800,"6,797,834,200",G.I. Generation
Panama,1986,male,35-54 years,18,194000,"6,797,834,200",Silent
Panama,1986,male,25-34 years,15,171600,"6,797,834,200",Boomers
Panama,1986,male,15-24 years,17,238100,"6,797,834,200",Generation X
Panama,1986,male,75+ years,1,15300,"6,797,834,200",G.I. Generation
Panama,1986,female,75+ years,1,16400,"6,797,834,200",G.I. Generation
Panama,1986,female,15-24 years,8,232900,"6,797,834,200",Generation X
Panama,1986,female,35-54 years,3,185800,"6,797,834,200",Silent
Panama,1986,female,25-34 years,2,163400,"6,797,834,200",Boomers
Panama,1986,male,5-14 years,2,280000,"6,797,834,200",Generation X
Panama,1986,female,5-14 years,1,268800,"6,797,834,200",Generation X
Panama,1986,female,55-74 years,0,84800,"6,797,834,200",G.I. Generation
Panama,1987,male,75+ years,3,15600,"6,827,665,300",G.I. Generation
Panama,1987,male,25-34 years,18,175200,"6,827,665,300",Boomers
Panama,1987,male,55-74 years,9,90700,"6,827,665,300",G.I. Generation
Panama,1987,male,35-54 years,16,198200,"6,827,665,300",Silent
Panama,1987,male,15-24 years,16,243100,"6,827,665,300",Generation X
Panama,1987,female,55-74 years,3,86600,"6,827,665,300",G.I. Generation
Panama,1987,female,15-24 years,8,237800,"6,827,665,300",Generation X
Panama,1987,female,25-34 years,5,166900,"6,827,665,300",Boomers
Panama,1987,female,35-54 years,4,189800,"6,827,665,300",Silent
Panama,1987,male,5-14 years,2,285900,"6,827,665,300",Generation X
Panama,1987,female,5-14 years,1,274400,"6,827,665,300",Generation X
Panama,1987,female,75+ years,0,16600,"6,827,665,300",G.I. Generation
Panama,1988,male,25-34 years,20,184509,"5,902,783,400",Boomers
Panama,1988,male,75+ years,2,18469,"5,902,783,400",G.I. Generation
Panama,1988,male,35-54 years,19,208538,"5,902,783,400",Silent
Panama,1988,male,15-24 years,19,249617,"5,902,783,400",Generation X
Panama,1988,male,55-74 years,5,91079,"5,902,783,400",G.I. Generation
Panama,1988,female,75+ years,1,21630,"5,902,783,400",G.I. Generation
Panama,1988,female,55-74 years,4,90288,"5,902,783,400",G.I. Generation
Panama,1988,female,15-24 years,9,242006,"5,902,783,400",Generation X
Panama,1988,female,35-54 years,4,206867,"5,902,783,400",Silent
Panama,1988,female,5-14 years,2,278724,"5,902,783,400",Generation X
Panama,1988,female,25-34 years,1,182061,"5,902,783,400",Boomers
Panama,1988,male,5-14 years,1,290522,"5,902,783,400",Generation X
Panama,1989,male,75+ years,4,19163,"5,918,469,800",G.I. Generation
Panama,1989,male,25-34 years,18,190591,"5,918,469,800",Boomers
Panama,1989,male,35-54 years,15,215756,"5,918,469,800",Silent
Panama,1989,male,15-24 years,17,254642,"5,918,469,800",Generation X
Panama,1989,male,55-74 years,6,93894,"5,918,469,800",G.I. Generation
Panama,1989,female,15-24 years,4,246800,"5,918,469,800",Generation X
Panama,1989,female,35-54 years,3,214541,"5,918,469,800",Silent
Panama,1989,female,55-74 years,1,93400,"5,918,469,800",G.I. Generation
Panama,1989,female,25-34 years,1,188050,"5,918,469,800",Boomers
Panama,1989,male,5-14 years,1,292622,"5,918,469,800",Generation X
Panama,1989,female,5-14 years,0,280439,"5,918,469,800",Generation X
Panama,1989,female,75+ years,0,22581,"5,918,469,800",G.I. Generation
Panama,1996,male,75+ years,4,25684,"9,870,494,000",G.I. Generation
Panama,1996,male,25-34 years,30,232978,"9,870,494,000",Generation X
Panama,1996,male,35-54 years,30,277304,"9,870,494,000",Boomers
Panama,1996,male,55-74 years,11,116725,"9,870,494,000",Silent
Panama,1996,male,15-24 years,23,282819,"9,870,494,000",Generation X
Panama,1996,female,75+ years,1,30136,"9,870,494,000",G.I. Generation
Panama,1996,female,15-24 years,5,273332,"9,870,494,000",Generation X
Panama,1996,female,55-74 years,2,118953,"9,870,494,000",Silent
Panama,1996,female,25-34 years,3,229521,"9,870,494,000",Generation X
Panama,1996,female,35-54 years,3,278702,"9,870,494,000",Boomers
Panama,1996,female,5-14 years,1,296877,"9,870,494,000",Millenials
Panama,1996,male,5-14 years,0,309820,"9,870,494,000",Millenials
Panama,1997,male,25-34 years,45,238869,"10,677,286,100",Generation X
Panama,1997,male,75+ years,5,26850,"10,677,286,100",G.I. Generation
Panama,1997,male,35-54 years,37,287568,"10,677,286,100",Boomers
Panama,1997,male,55-74 years,12,120516,"10,677,286,100",Silent
Panama,1997,male,15-24 years,24,285627,"10,677,286,100",Generation X
Panama,1997,female,75+ years,2,31304,"10,677,286,100",G.I. Generation
Panama,1997,female,15-24 years,8,275779,"10,677,286,100",Generation X
Panama,1997,female,35-54 years,7,289218,"10,677,286,100",Boomers
Panama,1997,female,55-74 years,2,123175,"10,677,286,100",Silent
Panama,1997,female,25-34 years,2,235216,"10,677,286,100",Generation X
Panama,1997,male,5-14 years,1,312443,"10,677,286,100",Millenials
Panama,1997,female,5-14 years,0,299645,"10,677,286,100",Millenials
Panama,1998,male,55-74 years,21,124577,"11,575,486,400",Silent
Panama,1998,male,25-34 years,34,244555,"11,575,486,400",Generation X
Panama,1998,male,15-24 years,36,288189,"11,575,486,400",Generation X
Panama,1998,male,75+ years,3,27984,"11,575,486,400",G.I. Generation
Panama,1998,male,35-54 years,30,298156,"11,575,486,400",Boomers
Panama,1998,female,15-24 years,9,277912,"11,575,486,400",Generation X
Panama,1998,female,75+ years,1,32466,"11,575,486,400",G.I. Generation
Panama,1998,female,55-74 years,3,127666,"11,575,486,400",Silent
Panama,1998,female,35-54 years,7,300007,"11,575,486,400",Boomers
Panama,1998,female,25-34 years,4,240696,"11,575,486,400",Generation X
Panama,1998,female,5-14 years,0,302283,"11,575,486,400",Millenials
Panama,1998,male,5-14 years,0,314942,"11,575,486,400",Millenials
Panama,1999,male,75+ years,5,29088,"12,130,252,200",G.I. Generation
Panama,1999,male,25-34 years,39,250022,"12,130,252,200",Generation X
Panama,1999,male,55-74 years,18,128928,"12,130,252,200",Silent
Panama,1999,male,35-54 years,34,309108,"12,130,252,200",Boomers
Panama,1999,male,15-24 years,27,290738,"12,130,252,200",Generation X
Panama,1999,female,75+ years,1,33654,"12,130,252,200",G.I. Generation
Panama,1999,female,15-24 years,6,280022,"12,130,252,200",Generation X
Panama,1999,female,25-34 years,5,245958,"12,130,252,200",Generation X
Panama,1999,female,55-74 years,2,132455,"12,130,252,200",Silent
Panama,1999,female,35-54 years,3,311124,"12,130,252,200",Boomers
Panama,1999,female,5-14 years,2,304856,"12,130,252,200",Millenials
Panama,1999,male,5-14 years,1,317395,"12,130,252,200",Millenials
Panama,2000,male,75+ years,10,30201,"12,304,115,000",G.I. Generation
Panama,2000,male,35-54 years,44,320403,"12,304,115,000",Boomers
Panama,2000,male,25-34 years,30,255237,"12,304,115,000",Generation X
Panama,2000,male,55-74 years,13,133582,"12,304,115,000",Silent
Panama,2000,male,15-24 years,25,293406,"12,304,115,000",Generation X
Panama,2000,female,15-24 years,8,282291,"12,304,115,000",Generation X
Panama,2000,female,25-34 years,7,250976,"12,304,115,000",Generation X
Panama,2000,female,55-74 years,3,137558,"12,304,115,000",Silent
Panama,2000,male,5-14 years,2,319906,"12,304,115,000",Millenials
Panama,2000,female,35-54 years,1,322587,"12,304,115,000",Boomers
Panama,2000,female,5-14 years,0,307472,"12,304,115,000",Millenials
Panama,2000,female,75+ years,0,34891,"12,304,115,000",G.I. Generation
Panama,2001,male,75+ years,7,31630,"12,502,013,400",Silent
Panama,2001,male,25-34 years,40,260141,"12,502,013,400",Generation X
Panama,2001,male,55-74 years,20,137839,"12,502,013,400",Silent
Panama,2001,male,15-24 years,34,295927,"12,502,013,400",Millenials
Panama,2001,male,35-54 years,36,331590,"12,502,013,400",Boomers
Panama,2001,female,15-24 years,9,284647,"12,502,013,400",Millenials
Panama,2001,female,55-74 years,4,142343,"12,502,013,400",Silent
Panama,2001,female,75+ years,1,36391,"12,502,013,400",Silent
Panama,2001,female,25-34 years,4,255633,"12,502,013,400",Generation X
Panama,2001,female,35-54 years,5,333840,"12,502,013,400",Boomers
Panama,2001,male,5-14 years,2,322658,"12,502,013,400",Millenials
Panama,2001,female,5-14 years,0,310343,"12,502,013,400",Millenials
Panama,2002,male,55-74 years,26,142461,"12,994,310,400",Silent
Panama,2002,male,35-54 years,45,343226,"12,994,310,400",Boomers
Panama,2002,male,25-34 years,27,264880,"12,994,310,400",Generation X
Panama,2002,male,75+ years,3,33044,"12,994,310,400",Silent
Panama,2002,male,15-24 years,27,298701,"12,994,310,400",Millenials
Panama,2002,female,75+ years,3,37924,"12,994,310,400",Silent
Panama,2002,female,55-74 years,5,147510,"12,994,310,400",Silent
Panama,2002,female,35-54 years,8,345505,"12,994,310,400",Boomers
Panama,2002,female,25-34 years,6,260156,"12,994,310,400",Generation X
Panama,2002,female,15-24 years,6,287290,"12,994,310,400",Millenials
Panama,2002,female,5-14 years,2,313540,"12,994,310,400",Millenials
Panama,2002,male,5-14 years,2,325809,"12,994,310,400",Millenials
Panama,2003,male,75+ years,10,34443,"13,693,981,200",Silent
Panama,2003,male,15-24 years,48,301615,"13,693,981,200",Millenials
Panama,2003,male,25-34 years,41,269356,"13,693,981,200",Generation X
Panama,2003,male,35-54 years,51,355206,"13,693,981,200",Boomers
Panama,2003,male,55-74 years,21,147444,"13,693,981,200",Silent
Panama,2003,female,15-24 years,10,290113,"13,693,981,200",Millenials
Panama,2003,female,35-54 years,6,357483,"13,693,981,200",Boomers
Panama,2003,female,55-74 years,2,153054,"13,693,981,200",Silent
Panama,2003,female,25-34 years,3,264433,"13,693,981,200",Generation X
Panama,2003,male,5-14 years,3,329290,"13,693,981,200",Millenials
Panama,2003,female,5-14 years,0,317030,"13,693,981,200",Millenials
Panama,2003,female,75+ years,0,39497,"13,693,981,200",Silent
Panama,2004,male,75+ years,6,35834,"15,013,381,700",Silent
Panama,2004,male,25-34 years,43,273441,"15,013,381,700",Generation X
Panama,2004,male,55-74 years,22,152775,"15,013,381,700",Silent
Panama,2004,male,35-54 years,50,367374,"15,013,381,700",Boomers
Panama,2004,male,15-24 years,28,304470,"15,013,381,700",Millenials
Panama,2004,female,15-24 years,14,292925,"15,013,381,700",Millenials
Panama,2004,female,25-34 years,9,268312,"15,013,381,700",Generation X
Panama,2004,female,35-54 years,9,369619,"15,013,381,700",Boomers
Panama,2004,male,5-14 years,3,332938,"15,013,381,700",Millenials
Panama,2004,female,5-14 years,2,320682,"15,013,381,700",Millenials
Panama,2004,female,55-74 years,0,158950,"15,013,381,700",Silent
Panama,2004,female,75+ years,0,41133,"15,013,381,700",Silent
Panama,2005,male,55-74 years,28,158455,"16,374,393,900",Silent
Panama,2005,male,75+ years,5,37238,"16,374,393,900",Silent
Panama,2005,male,15-24 years,39,307165,"16,374,393,900",Millenials
Panama,2005,male,35-54 years,42,379629,"16,374,393,900",Boomers
Panama,2005,male,25-34 years,29,277085,"16,374,393,900",Generation X
Panama,2005,female,15-24 years,11,295636,"16,374,393,900",Millenials
Panama,2005,female,55-74 years,4,165201,"16,374,393,900",Silent
Panama,2005,female,75+ years,1,42852,"16,374,393,900",Silent
Panama,2005,male,5-14 years,5,336503,"16,374,393,900",Millenials
Panama,2005,female,25-34 years,4,271734,"16,374,393,900",Generation X
Panama,2005,female,35-54 years,4,381819,"16,374,393,900",Boomers
Panama,2005,female,5-14 years,0,324278,"16,374,393,900",Millenials
Panama,2006,male,75+ years,11,38964,"18,141,666,300",Silent
Panama,2006,male,55-74 years,30,163874,"18,141,666,300",Silent
Panama,2006,male,25-34 years,45,280685,"18,141,666,300",Generation X
Panama,2006,male,35-54 years,46,391962,"18,141,666,300",Boomers
Panama,2006,male,15-24 years,35,309913,"18,141,666,300",Millenials
Panama,2006,female,15-24 years,7,298651,"18,141,666,300",Millenials
Panama,2006,male,5-14 years,5,340413,"18,141,666,300",Millenials
Panama,2006,female,25-34 years,3,275020,"18,141,666,300",Generation X
Panama,2006,female,55-74 years,1,171367,"18,141,666,300",Silent
Panama,2006,female,5-14 years,1,328131,"18,141,666,300",Millenials
Panama,2006,female,35-54 years,1,394079,"18,141,666,300",Boomers
Panama,2006,female,75+ years,0,44900,"18,141,666,300",Silent
Panama,2007,male,75+ years,7,40649,"21,295,984,200",Silent
Panama,2007,male,35-54 years,63,404333,"21,295,984,200",Boomers
Panama,2007,male,55-74 years,22,169617,"21,295,984,200",Silent
Panama,2007,male,15-24 years,31,312490,"21,295,984,200",Millenials
Panama,2007,male,25-34 years,27,283781,"21,295,984,200",Generation X
Panama,2007,female,25-34 years,6,277823,"21,295,984,200",Generation X
Panama,2007,female,35-54 years,7,406328,"21,295,984,200",Boomers
Panama,2007,female,15-24 years,5,301555,"21,295,984,200",Millenials
Panama,2007,female,5-14 years,2,331670,"21,295,984,200",Generation Z
Panama,2007,female,55-74 years,1,177879,"21,295,984,200",Silent
Panama,2007,female,75+ years,0,46968,"21,295,984,200",Silent
Panama,2007,male,5-14 years,0,344045,"21,295,984,200",Generation Z
Panama,2008,male,25-34 years,43,286535,"25,155,888,600",Generation X
Panama,2008,male,15-24 years,42,315047,"25,155,888,600",Millenials
Panama,2008,male,55-74 years,23,175747,"25,155,888,600",Silent
Panama,2008,male,35-54 years,38,416678,"25,155,888,600",Boomers
Panama,2008,male,75+ years,3,42311,"25,155,888,600",Silent
Panama,2008,female,75+ years,2,49093,"25,155,888,600",Silent
Panama,2008,female,15-24 years,12,304442,"25,155,888,600",Millenials
Panama,2008,female,55-74 years,4,184787,"25,155,888,600",Silent
Panama,2008,female,25-34 years,5,280340,"25,155,888,600",Generation X
Panama,2008,female,35-54 years,7,418521,"25,155,888,600",Boomers
Panama,2008,male,5-14 years,5,347309,"25,155,888,600",Generation Z
Panama,2008,female,5-14 years,2,334826,"25,155,888,600",Generation Z
Panama,2009,male,25-34 years,44,289198,"27,116,635,600",Generation X
Panama,2009,male,55-74 years,27,182355,"27,116,635,600",Silent
Panama,2009,male,35-54 years,42,428945,"27,116,635,600",Boomers
Panama,2009,male,15-24 years,29,317792,"27,116,635,600",Millenials
Panama,2009,male,75+ years,4,43998,"27,116,635,600",Silent
Panama,2009,female,15-24 years,16,307454,"27,116,635,600",Millenials
Panama,2009,female,55-74 years,3,192158,"27,116,635,600",Silent
Panama,2009,female,25-34 years,4,282846,"27,116,635,600",Generation X
Panama,2009,female,35-54 years,4,430632,"27,116,635,600",Boomers
Panama,2009,male,5-14 years,3,350210,"27,116,635,600",Generation Z
Panama,2009,female,5-14 years,1,337598,"27,116,635,600",Generation Z
Panama,2009,female,75+ years,0,51327,"27,116,635,600",Silent
Panama,2010,male,75+ years,7,45741,"29,440,287,600",Silent
Panama,2010,male,25-34 years,41,291915,"29,440,287,600",Generation X
Panama,2010,male,35-54 years,43,441040,"29,440,287,600",Generation X
Panama,2010,male,55-74 years,17,189488,"29,440,287,600",Silent
Panama,2010,male,15-24 years,22,320806,"29,440,287,600",Millenials
Panama,2010,female,75+ years,2,53719,"29,440,287,600",Silent
Panama,2010,female,15-24 years,11,310641,"29,440,287,600",Millenials
Panama,2010,female,35-54 years,8,442586,"29,440,287,600",Generation X
Panama,2010,female,25-34 years,0,285498,"29,440,287,600",Generation X
Panama,2010,female,5-14 years,0,340093,"29,440,287,600",Generation Z
Panama,2010,female,55-74 years,0,200021,"29,440,287,600",Silent
Panama,2010,male,5-14 years,0,352867,"29,440,287,600",Generation Z
Panama,2011,male,75+ years,10,47764,"34,686,224,300",Silent
Panama,2011,male,35-54 years,46,452407,"34,686,224,300",Generation X
Panama,2011,male,55-74 years,18,196346,"34,686,224,300",Boomers
Panama,2011,male,15-24 years,29,323984,"34,686,224,300",Millenials
Panama,2011,male,25-34 years,22,294852,"34,686,224,300",Millenials
Panama,2011,female,15-24 years,9,314086,"34,686,224,300",Millenials
Panama,2011,female,25-34 years,3,288330,"34,686,224,300",Millenials
Panama,2011,female,55-74 years,2,207735,"34,686,224,300",Boomers
Panama,2011,female,35-54 years,4,453917,"34,686,224,300",Generation X
Panama,2011,female,5-14 years,1,342739,"34,686,224,300",Generation Z
Panama,2011,female,75+ years,0,56277,"34,686,224,300",Silent
Panama,2011,male,5-14 years,0,355754,"34,686,224,300",Generation Z
Panama,2012,male,75+ years,6,49778,"40,429,734,400",Silent
Panama,2012,male,55-74 years,24,203725,"40,429,734,400",Boomers
Panama,2012,male,25-34 years,28,297870,"40,429,734,400",Millenials
Panama,2012,male,15-24 years,29,327419,"40,429,734,400",Millenials
Panama,2012,male,35-54 years,29,463652,"40,429,734,400",Generation X
Panama,2012,female,15-24 years,9,317695,"40,429,734,400",Millenials
Panama,2012,female,25-34 years,5,291345,"40,429,734,400",Millenials
Panama,2012,female,75+ years,1,58910,"40,429,734,400",Silent
Panama,2012,female,35-54 years,3,465096,"40,429,734,400",Generation X
Panama,2012,male,5-14 years,1,358553,"40,429,734,400",Generation Z
Panama,2012,female,5-14 years,0,345246,"40,429,734,400",Generation Z
Panama,2012,female,55-74 years,0,215955,"40,429,734,400",Boomers
Panama,2013,male,55-74 years,23,211628,"45,599,994,000",Boomers
Panama,2013,male,75+ years,5,51811,"45,599,994,000",Silent
Panama,2013,male,35-54 years,41,474703,"45,599,994,000",Generation X
Panama,2013,male,15-24 years,24,331046,"45,599,994,000",Millenials
Panama,2013,male,25-34 years,21,300914,"45,599,994,000",Millenials
Panama,2013,female,75+ years,1,61650,"45,599,994,000",Silent
Panama,2013,female,15-24 years,4,321379,"45,599,994,000",Millenials
Panama,2013,female,35-54 years,5,476054,"45,599,994,000",Generation X
Panama,2013,female,55-74 years,2,224667,"45,599,994,000",Boomers
Panama,2013,male,5-14 years,3,361341,"45,599,994,000",Generation Z
Panama,2013,female,5-14 years,1,347709,"45,599,994,000",Generation Z
Panama,2013,female,25-34 years,0,294485,"45,599,994,000",Millenials
Panama,2014,male,75+ years,8,53886,"49,921,464,400",Silent
Panama,2014,male,15-24 years,37,334717,"49,921,464,400",Millenials
Panama,2014,male,25-34 years,27,303879,"49,921,464,400",Millenials
Panama,2014,male,35-54 years,39,485485,"49,921,464,400",Generation X
Panama,2014,male,55-74 years,11,220050,"49,921,464,400",Boomers
Panama,2014,female,35-54 years,8,486698,"49,921,464,400",Generation X
Panama,2014,female,75+ years,1,64534,"49,921,464,400",Silent
Panama,2014,female,15-24 years,5,325004,"49,921,464,400",Millenials
Panama,2014,male,5-14 years,5,364214,"49,921,464,400",Generation Z
Panama,2014,female,25-34 years,4,297642,"49,921,464,400",Millenials
Panama,2014,female,55-74 years,1,233859,"49,921,464,400",Boomers
Panama,2014,female,5-14 years,1,350245,"49,921,464,400",Generation Z
Panama,2015,male,75+ years,8,56048,"54,315,722,500",Silent
Panama,2015,male,25-34 years,26,306724,"54,315,722,500",Millenials
Panama,2015,male,55-74 years,14,228981,"54,315,722,500",Boomers
Panama,2015,male,35-54 years,26,495960,"54,315,722,500",Generation X
Panama,2015,male,15-24 years,16,338328,"54,315,722,500",Millenials
Panama,2015,female,15-24 years,8,328479,"54,315,722,500",Millenials
Panama,2015,female,25-34 years,4,300748,"54,315,722,500",Millenials
Panama,2015,female,55-74 years,3,243511,"54,315,722,500",Boomers
Panama,2015,female,35-54 years,4,496986,"54,315,722,500",Generation X
Panama,2015,male,5-14 years,1,367146,"54,315,722,500",Generation Z
Panama,2015,female,5-14 years,0,352852,"54,315,722,500",Generation Z
Panama,2015,female,75+ years,0,67619,"54,315,722,500",Silent
Paraguay,1985,male,75+ years,3,19395,"2,966,234,106",G.I. Generation
Paraguay,1985,male,55-74 years,8,128809,"2,966,234,106",G.I. Generation
Paraguay,1985,male,35-54 years,11,288558,"2,966,234,106",Silent
Paraguay,1985,female,55-74 years,4,139742,"2,966,234,106",G.I. Generation
Paraguay,1985,female,15-24 years,9,362788,"2,966,234,106",Generation X
Paraguay,1985,male,15-24 years,9,375543,"2,966,234,106",Generation X
Paraguay,1985,female,25-34 years,6,258525,"2,966,234,106",Boomers
Paraguay,1985,male,25-34 years,4,269355,"2,966,234,106",Boomers
Paraguay,1985,female,5-14 years,5,457364,"2,966,234,106",Generation X
Paraguay,1985,female,35-54 years,3,278563,"2,966,234,106",Silent
Paraguay,1985,male,5-14 years,1,471865,"2,966,234,106",Generation X
Paraguay,1985,female,75+ years,0,26807,"2,966,234,106",G.I. Generation
Paraguay,1986,male,55-74 years,9,131783,"3,439,716,562",G.I. Generation
Paraguay,1986,male,75+ years,1,20470,"3,439,716,562",G.I. Generation
Paraguay,1986,male,25-34 years,10,278072,"3,439,716,562",Boomers
Paraguay,1986,female,15-24 years,12,370579,"3,439,716,562",Generation X
Paraguay,1986,male,15-24 years,10,383018,"3,439,716,562",Generation X
Paraguay,1986,female,35-54 years,6,289263,"3,439,716,562",Silent
Paraguay,1986,female,55-74 years,2,142637,"3,439,716,562",G.I. Generation
Paraguay,1986,female,25-34 years,3,267364,"3,439,716,562",Boomers
Paraguay,1986,male,35-54 years,3,300541,"3,439,716,562",Silent
Paraguay,1986,female,5-14 years,0,470509,"3,439,716,562",Generation X
Paraguay,1986,female,75+ years,0,28055,"3,439,716,562",G.I. Generation
Paraguay,1986,male,5-14 years,0,485244,"3,439,716,562",Generation X
Paraguay,1987,male,75+ years,3,21474,"3,778,316,380",G.I. Generation
Paraguay,1987,male,35-54 years,15,313985,"3,778,316,380",Silent
Paraguay,1987,female,75+ years,1,29224,"3,778,316,380",G.I. Generation
Paraguay,1987,female,15-24 years,12,377753,"3,778,316,380",Generation X
Paraguay,1987,male,55-74 years,4,134656,"3,778,316,380",G.I. Generation
Paraguay,1987,male,15-24 years,11,389735,"3,778,316,380",Generation X
Paraguay,1987,male,25-34 years,6,286352,"3,778,316,380",Boomers
Paraguay,1987,female,35-54 years,4,301417,"3,778,316,380",Silent
Paraguay,1987,female,25-34 years,2,275955,"3,778,316,380",Boomers
Paraguay,1987,female,55-74 years,1,145386,"3,778,316,380",G.I. Generation
Paraguay,1987,female,5-14 years,3,485452,"3,778,316,380",Generation X
Paraguay,1987,male,5-14 years,0,500586,"3,778,316,380",Generation X
Paraguay,1989,male,75+ years,2,23265,"4,599,970,618",G.I. Generation
Paraguay,1989,female,75+ years,2,31393,"4,599,970,618",G.I. Generation
Paraguay,1989,male,35-54 years,17,343125,"4,599,970,618",Silent
Paraguay,1989,male,55-74 years,6,140982,"4,599,970,618",G.I. Generation
Paraguay,1989,male,25-34 years,11,302327,"4,599,970,618",Boomers
Paraguay,1989,female,15-24 years,13,391348,"4,599,970,618",Generation X
Paraguay,1989,male,15-24 years,12,402329,"4,599,970,618",Generation X
Paraguay,1989,female,25-34 years,3,292941,"4,599,970,618",Boomers
Paraguay,1989,female,5-14 years,1,517971,"4,599,970,618",Generation X
Paraguay,1989,female,35-54 years,0,328057,"4,599,970,618",Silent
Paraguay,1989,female,55-74 years,0,151253,"4,599,970,618",G.I. Generation
Paraguay,1989,male,5-14 years,0,534185,"4,599,970,618",Generation X
Paraguay,1990,male,75+ years,3,24057,"5,695,201,563",G.I. Generation
Paraguay,1990,female,15-24 years,24,398531,"5,695,201,563",Generation X
Paraguay,1990,male,15-24 years,23,409193,"5,695,201,563",Generation X
Paraguay,1990,female,55-74 years,6,154872,"5,695,201,563",G.I. Generation
Paraguay,1990,male,25-34 years,10,310522,"5,695,201,563",Boomers
Paraguay,1990,female,75+ years,1,32425,"5,695,201,563",G.I. Generation
Paraguay,1990,male,55-74 years,4,144947,"5,695,201,563",G.I. Generation
Paraguay,1990,female,25-34 years,8,301682,"5,695,201,563",Boomers
Paraguay,1990,male,35-54 years,9,357722,"5,695,201,563",Silent
Paraguay,1990,female,35-54 years,7,341511,"5,695,201,563",Silent
Paraguay,1990,female,5-14 years,4,534004,"5,695,201,563",Generation X
Paraguay,1990,male,5-14 years,0,550763,"5,695,201,563",Generation X
